"Kunden Nr."	"Kunde"	"Material Nr."	Anfangsbestand	Retourniert	Zu berechnen
"408237"	"FUNDICIONES DE VERA S.A."	"12.999.01.003"	275	0	275
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.001"	13	10	3
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.003"	-3	8	-11
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.008"	2	0	2
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.162"	0	0	0
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.163"	0	0	0
"409002"	"F. X. MEILLER SLANY S.R.O."	"12.999.01.188"	37	23	14
"409004"	"BRANO A.S."	"12.999.01.001"	47	60	-13
"409004"	"BRANO A.S."	"12.999.01.003"	4	0	4
"416670"	"FAHRZEUGBEDARF"	"12.999.01.001"	211	61	150
"416670"	"FAHRZEUGBEDARF"	"12.999.01.003"	435	202	233
"416670"	"FAHRZEUGBEDARF"	"12.999.01.008"	-4	4	-8
"416670"	"FAHRZEUGBEDARF"	"12.999.01.162"	93	4	89
"416670"	"FAHRZEUGBEDARF"	"12.999.01.163"	17	2	15
"416670"	"FAHRZEUGBEDARF"	"12.999.01.188"	1	1	0
"416674"	"Hendrickson Austria GmbH"	"12.999.01.001"	169	14	155
"416674"	"Hendrickson Austria GmbH"	"12.999.01.003"	2	300	-298
"428413"	"MOM Faktor"	"12.999.01.003"	0	13	-13
"428413"	"MOM Faktor"	"12.999.01.008"	0	47	-47
"470055"	"Sievering Nutzfahrzeuge GmbH"	"12.999.01.003"	2	2	0
"490102"	"KUZNIA GLINIK SP.Z.O.O."	"12.999.01.001"	-15	0	-15
"490106"	"FORGING PRODUCTS S.A."	"12.999.01.001"	-60	0	-60
"490106"	"FORGING PRODUCTS S.A."	"12.999.01.003"	-62	0	-62
"490106"	"FORGING PRODUCTS S.A."	"12.999.01.008"	23	0	23
"490106"	"FORGING PRODUCTS S.A."	"12.999.01.011"	-26	0	-26
"490108"	"KAMAX S.R.O. TURNOV"	"12.999.01.003"	-34	0	-34
"490112"	"UNIOR DD"	"12.999.01.003"	78	0	78
"490112"	"UNIOR DD"	"12.999.01.008"	57	0	57
"500005"	"DUMMY-Sonderbestandsführer"	"12.999.01.001"	447	2	445
"500005"	"DUMMY-Sonderbestandsführer"	"12.999.01.003"	1	0	1
"500005"	"DUMMY-Sonderbestandsführer"	"12.999.01.008"	51	1	50
"500005"	"DUMMY-Sonderbestandsführer"	"12.999.01.011"	-2	0	-2
"500005"	"DUMMY-Sonderbestandsführer"	"12.999.01.162"	22	0	22
"500005"	"DUMMY-Sonderbestandsführer"	"12.999.01.163"	7	0	7
"500005"	"DUMMY-Sonderbestandsführer"	"12.999.01.188"	114	0	114
"500035"	"EUROPART Materials GmbH"	"12.999.01.001"	57	26	31
"500035"	"EUROPART Materials GmbH"	"12.999.01.003"	34	19	15
"500035"	"EUROPART Materials GmbH"	"12.999.01.008"	1	0	1
"500118"	"Cargobull Parts & Services GmbH"	"12.999.01.001"	40	23	17
"500118"	"Cargobull Parts & Services GmbH"	"12.999.01.003"	5	1	4
"500167"	"MN Kaltformteile"	"12.999.01.003"	-11	0	-11
"500182"	"Frohnauer GmbH"	"12.999.01.001"	1	0	1
"500219"	"Georg Fischer GmbH"	"12.999.01.001"	-34	127	-161
"500219"	"Georg Fischer GmbH"	"12.999.01.003"	36	0	36
"500219"	"Georg Fischer GmbH"	"12.999.01.008"	79	0	79
"500227"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.003"	0	0	0
"500245"	"NTV Nutzfahrzeuge"	"12.999.01.001"	2	0	2
"500291"	"SVG EUROPART Südbaden GmbH"	"12.999.01.003"	1	1	0
"500304"	"EUROPART Trading GmbH"	"12.999.01.001"	0	0	0
"500310"	"Spermann Fahrzeugbau GmbH"	"12.999.01.001"	2	0	2
"500310"	"Spermann Fahrzeugbau GmbH"	"12.999.01.003"	2	0	2
"500318"	"Franz Fischer Spedition GmbH"	"12.999.01.003"	0	0	0
"500331"	"SW Umformtechnik"	"12.999.01.001"	34	32	2
"500331"	"SW Umformtechnik"	"12.999.01.003"	247	5	242
"500398"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.003"	0	0	0
"500466"	"Hendricks Reparatur & Service"	"12.999.01.003"	1	1	0
"500570"	"RI-FA"	"12.999.01.001"	0	0	0
"500570"	"RI-FA"	"12.999.01.003"	0	0	0
"500621"	"PROFI PARTS"	"12.999.01.001"	2	0	2
"500640"	"Torwesten Spedition GmbH & Co. KG"	"12.999.01.003"	1	1	0
"500646"	"Schneider Fahrzeugteile"	"12.999.01.001"	1	1	0
"500706"	"HGE Fahrzeugbau GmbH & Co. KG"	"12.999.01.001"	1	0	1
"500706"	"HGE Fahrzeugbau GmbH & Co. KG"	"12.999.01.188"	2	0	2
"500757"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.001"	1	0	1
"500800"	"Paul Scholz KG"	"12.999.01.003"	0	0	0
"500820"	"Hofmeister & Meincke GmbH & Co. KG"	"12.999.01.001"	1	0	1
"501044"	"Friedrich Kraft GmbH"	"12.999.01.001"	1	1	0
"501044"	"Friedrich Kraft GmbH"	"12.999.01.003"	0	0	0
"501048"	"Friedrich Kraft GmbH"	"12.999.01.003"	0	0	0
"501100"	"Stürenberg Fahrzeugbau GmbH"	"12.999.01.001"	0	0	0
"501100"	"Stürenberg Fahrzeugbau GmbH"	"12.999.01.003"	0	0	0
"501146"	"Schwarzmüller"	"12.999.01.188"	151	59	92
"501210"	"WüTSCHNER"	"12.999.01.001"	0	0	0
"501210"	"WüTSCHNER"	"12.999.01.003"	0	0	0
"501221"	"Polyma Energiesysteme GmbH"	"12.999.01.001"	2	0	2
"501233"	"OPTIMAS OE Solutions GmbH"	"12.999.01.003"	-83	0	-83
"501233"	"OPTIMAS OE Solutions GmbH"	"12.999.01.008"	5	0	5
"501243"	"Altha Industrieprodukte"	"12.999.01.003"	19	4	15
"501243"	"Altha Industrieprodukte"	"12.999.01.008"	44	40	4
"501305"	"Kuznia Jawor SA"	"12.999.01.001"	105	60	45
"501398"	"BIRNER GMBH"	"12.999.01.001"	0	0	0
"501401"	"Bäumle Spedition GmbH"	"12.999.01.001"	1	0	1
"501401"	"Bäumle Spedition GmbH"	"12.999.01.003"	2	0	2
"501473"	"Herbert Dammann GmbH"	"12.999.01.001"	0	0	0
"501508"	"A-W.Heil & Sohn GmbH & Co."	"12.999.01.001"	50	16	34
"501508"	"A-W.Heil & Sohn GmbH & Co."	"12.999.01.003"	7	3	4
"501508"	"A-W.Heil & Sohn GmbH & Co."	"12.999.01.008"	0	0	0
"501592"	"Paul Link GmbH & Co. KG"	"12.999.01.003"	0	0	0
"501611"	"WM SE"	"12.999.01.003"	0	0	0
"501620"	"Fietz Thermoplast"	"12.999.01.003"	-21	0	-21
"501681"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.001"	1	0	1
"501871"	"Schmitt KFZ GmbH"	"12.999.01.003"	2	2	0
"501949"	"Heinrich Hamm Speditionsges."	"12.999.01.003"	1	1	0
"502119"	"Claas Service and Parts GmbH"	"12.999.01.003"	0	0	0
"502119"	"Claas Service and Parts GmbH"	"12.999.01.008"	26	0	26
"502219"	"Maschinenfabrik Bernard Krone GmbH"	"12.999.01.001"	3	0	3
"502219"	"Maschinenfabrik Bernard Krone GmbH"	"12.999.01.003"	1	0	1
"502560"	"Haerterei Hauck"	"12.999.01.001"	-7	0	-7
"502560"	"Haerterei Hauck"	"12.999.01.003"	-24	0	-24
"502560"	"Haerterei Hauck"	"12.999.01.008"	36	0	36
"502680"	"Finkl-Fahrzeugbau GmbH"	"12.999.01.001"	4	1	3
"502680"	"Finkl-Fahrzeugbau GmbH"	"12.999.01.003"	2	1	1
"502680"	"Finkl-Fahrzeugbau GmbH"	"12.999.01.162"	4	0	4
"502680"	"Finkl-Fahrzeugbau GmbH"	"12.999.01.163"	1	0	1
"502809"	"Franz Mersch GmbH & Co. KG"	"12.999.01.001"	1	0	1
"503038"	"Weißgerber/Seidner GmbH & Co"	"12.999.01.001"	39	6	33
"503038"	"Weißgerber/Seidner GmbH & Co"	"12.999.01.003"	156	9	147
"503131"	"Contitech Luftfedersysteme GmbH"	"12.999.01.001"	-2	0	-2
"503173"	"Bohnet GmbH"	"12.999.01.001"	5	0	5
"503208"	"Rainer Volk"	"12.999.01.001"	2	0	2
"503240"	"Wessels Vrees"	"12.999.01.001"	10	0	10
"503269"	"Sinco Tec"	"12.999.01.001"	4	0	4
"503313"	"Kaiser Fahrzeugbau GmbH"	"12.999.01.001"	0	0	0
"503313"	"Kaiser Fahrzeugbau GmbH"	"12.999.01.003"	0	0	0
"503313"	"Kaiser Fahrzeugbau GmbH"	"12.999.01.188"	0	0	0
"503356"	"Arnold Umformtechnik"	"12.999.01.003"	8	0	8
"503371"	"Heinrich Kruse"	"12.999.01.001"	0	0	0
"503490"	"B. Stade, Inh. M. Stade"	"12.999.01.003"	1	0	1
"503494"	"VCT Vogel GmbH"	"12.999.01.001"	2	0	2
"503494"	"VCT Vogel GmbH"	"12.999.01.003"	1	0	1
"503494"	"VCT Vogel GmbH"	"12.999.01.188"	1	0	1
"503550"	"ForFarmers GmbH"	"12.999.01.003"	1	1	0
"503634"	"Wessels + Müller AG"	"12.999.01.001"	1	0	1
"503853"	"Waldemar Fromm"	"12.999.01.001"	1	1	0
"503996"	"System Trailers GmbH"	"12.999.01.001"	71	10	61
"503996"	"System Trailers GmbH"	"12.999.01.003"	1	3	-2
"503996"	"System Trailers GmbH"	"12.999.01.008"	6	1	5
"503996"	"System Trailers GmbH"	"12.999.01.162"	14	0	14
"503996"	"System Trailers GmbH"	"12.999.01.163"	3	0	3
"503996"	"System Trailers GmbH"	"12.999.01.188"	75	27	48
"504155"	"Blumberg GmbH & Co. KG"	"12.999.01.003"	0	0	0
"504307"	"Zemmler"	"12.999.01.001"	3	3	0
"504307"	"Zemmler"	"12.999.01.003"	3	3	0
"504335"	"MAN Truck & Bus Deutschland GmbH"	"12.999.01.003"	0	0	0
"504337"	"RUFA Fahrzeugbau GmbH"	"12.999.01.001"	8	3	5
"504337"	"RUFA Fahrzeugbau GmbH"	"12.999.01.003"	6	3	3
"504337"	"RUFA Fahrzeugbau GmbH"	"12.999.01.188"	8	0	8
"504462"	"TMD Friction  GmbH Coswig"	"12.999.01.003"	3	0	3
"504483"	"Streicher Landmaschinen GmbH"	"12.999.01.001"	1	0	1
"504659"	"Hellmut Schmied Spedition"	"12.999.01.003"	0	0	0
"504689"	"HS-Schoch GmbH"	"12.999.01.001"	-91	0	-91
"504689"	"HS-Schoch GmbH"	"12.999.01.003"	-300	0	-300
"504728"	"Grimme Landmaschinentechnik"	"12.999.01.001"	11	0	11
"504728"	"Grimme Landmaschinentechnik"	"12.999.01.003"	2	1	1
"504728"	"Grimme Landmaschinentechnik"	"12.999.01.008"	6	2	4
"504824"	"Spedition Eberhard Gersch"	"12.999.01.003"	0	0	0
"504864"	"Lenicker GmbH"	"12.999.01.001"	2	0	2
"504880"	"Lisi Automotive-Knipping"	"12.999.01.003"	-14	0	-14
"504902"	"Peter Ortmann"	"12.999.01.001"	1	0	1
"505149"	"A. Sedlmaier GmbH"	"12.999.01.003"	0	0	0
"505279"	"Reiner Reichert"	"12.999.01.001"	1	0	1
"505279"	"Reiner Reichert"	"12.999.01.188"	2	0	2
"505303"	"Kurt Willig GmbH & Co. KG"	"12.999.01.001"	-3	3	-6
"505303"	"Kurt Willig GmbH & Co. KG"	"12.999.01.003"	3	0	3
"505303"	"Kurt Willig GmbH & Co. KG"	"12.999.01.162"	0	0	0
"505303"	"Kurt Willig GmbH & Co. KG"	"12.999.01.163"	0	0	0
"505303"	"Kurt Willig GmbH & Co. KG"	"12.999.01.188"	19	3	16
"505463"	"Nutzfahrzeug & Service"	"12.999.01.001"	0	0	0
"505463"	"Nutzfahrzeug & Service"	"12.999.01.188"	0	0	0
"505485"	"ELHA Maschinenbau"	"12.999.01.001"	-7	0	-7
"505485"	"ELHA Maschinenbau"	"12.999.01.003"	2	0	2
"505515"	"RMW Rotenburger"	"12.999.01.003"	34	0	34
"505519"	"Brueggen Komponenten GmbH"	"12.999.01.001"	674	69	605
"505519"	"Brueggen Komponenten GmbH"	"12.999.01.003"	23	4	19
"505519"	"Brueggen Komponenten GmbH"	"12.999.01.008"	59	9	50
"505519"	"Brueggen Komponenten GmbH"	"12.999.01.162"	16	0	16
"505519"	"Brueggen Komponenten GmbH"	"12.999.01.163"	3	0	3
"505519"	"Brueggen Komponenten GmbH"	"12.999.01.188"	208	180	28
"505548"	"Colombo Special Fasteners"	"12.999.01.003"	16	0	16
"505548"	"Colombo Special Fasteners"	"12.999.01.008"	59	0	59
"505567"	"HOYER"	"12.999.01.001"	0	0	0
"505595"	"Koch GmbH & Co. KG"	"12.999.01.001"	2	2	0
"505663"	"Schaeffler  KG"	"12.999.01.003"	-1	0	-1
"505664"	"Springfix"	"12.999.01.003"	19	0	19
"505666"	"Pöppelmann GmbH & Co."	"12.999.01.003"	-17	0	-17
"505668"	"Willi Hahn GmbH"	"12.999.01.003"	-9	0	-9
"505695"	"Knoll GmbH"	"12.999.01.001"	-2	0	-2
"505735"	"Südbeck"	"12.999.01.001"	0	0	0
"505737"	"Vollmer + Boch"	"12.999.01.001"	55	0	55
"505737"	"Vollmer + Boch"	"12.999.01.003"	46	0	46
"505738"	"Mildner Fahrzeugbau GmbH"	"12.999.01.001"	30	1	29
"505738"	"Mildner Fahrzeugbau GmbH"	"12.999.01.003"	2	2	0
"505738"	"Mildner Fahrzeugbau GmbH"	"12.999.01.008"	6	0	6
"505738"	"Mildner Fahrzeugbau GmbH"	"12.999.01.188"	2	0	2
"505825"	"Geroh GmbH & Co. KG"	"12.999.01.003"	0	0	0
"505856"	"CT Kran-Cervice GmbH"	"12.999.01.001"	2	0	2
"505910"	"Wilhelm Schauerte"	"12.999.01.001"	-20	0	-20
"505910"	"Wilhelm Schauerte"	"12.999.01.003"	3	0	3
"505910"	"Wilhelm Schauerte"	"12.999.01.008"	8	0	8
"506215"	"Walter Fink"	"12.999.01.001"	1	0	1
"506371"	"LS Kunststofftechnologie GmbH"	"12.999.01.003"	-26	0	-26
"506466"	"BayWa AG Obertraubling"	"12.999.01.001"	1	0	1
"506695"	"Rauch Landmaschinenfabrik Gmbh"	"12.999.01.008"	1	0	1
"506832"	"Johann Vitz GmbH & Co. KG"	"12.999.01.003"	-12	0	-12
"506991"	"Eurotank GmbH"	"12.999.01.001"	4	2	2
"506991"	"Eurotank GmbH"	"12.999.01.008"	0	0	0
"506991"	"Eurotank GmbH"	"12.999.01.188"	1	0	1
"507049"	"Tenneco Automotive"	"12.999.01.001"	-20	0	-20
"507063"	"Liebherr-Mischtechnik GmbH"	"12.999.01.003"	0	0	0
"507427"	"Heinrich Stratmann GmbH"	"12.999.01.003"	0	0	0
"507539"	"Benninghoven"	"12.999.01.003"	2	0	2
"507576"	"Tiemann Truck & Bus GmbH"	"12.999.01.001"	1	1	0
"507576"	"Tiemann Truck & Bus GmbH"	"12.999.01.003"	1	1	0
"507597"	"Kögel Trailer GmbH & Co. KG"	"12.999.01.001"	44	12	32
"507597"	"Kögel Trailer GmbH & Co. KG"	"12.999.01.003"	1	0	1
"507597"	"Kögel Trailer GmbH & Co. KG"	"12.999.01.008"	2	2	0
"507597"	"Kögel Trailer GmbH & Co. KG"	"12.999.01.162"	6	0	6
"507597"	"Kögel Trailer GmbH & Co. KG"	"12.999.01.163"	2	0	2
"507597"	"Kögel Trailer GmbH & Co. KG"	"12.999.01.188"	141	38	103
"507646"	"Mager GmbH"	"12.999.01.001"	-16	0	-16
"507646"	"Mager GmbH"	"12.999.01.003"	3	0	3
"507646"	"Mager GmbH"	"12.999.01.008"	19	0	19
"507679"	"Amazone Technologie Leeden"	"12.999.01.008"	1	0	1
"507683"	"MTE"	"12.999.01.001"	0	0	0
"507737"	"Möller Fahrzeugbau"	"12.999.01.001"	1	0	1
"507737"	"Möller Fahrzeugbau"	"12.999.01.008"	1	0	1
"507738"	"Eckstein GmbH & Co.KG"	"12.999.01.001"	8	0	8
"507738"	"Eckstein GmbH & Co.KG"	"12.999.01.003"	13	0	13
"507778"	"Breuer & Wasel GmbH"	"12.999.01.001"	1	0	1
"507852"	"Müller Fahrzeugbau GmbH"	"12.999.01.003"	0	0	0
"507864"	"Dietsch Speditionsges.mbH"	"12.999.01.003"	1	0	1
"508072"	"Fahrzeugbau Ladeburg"	"12.999.01.001"	1	1	0
"508122"	"Reinhard Darming"	"12.999.01.003"	3	2	1
"508162"	"Zuern Harvesting GmbH & Co. KG"	"12.999.01.001"	5	0	5
"508219"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.001"	34	8	26
"508219"	"TROST AUTO SERVICE TECHNIK SE"	"12.999.01.003"	7	3	4
"508293"	"Pankoke & Roll GmbH & Co.KG"	"12.999.01.001"	1	1	0
"508471"	"Grotlüschen Fahrzeugbau oHG"	"12.999.01.003"	1	1	0
"508535"	"Blomenröhr Fahrzeugbau"	"12.999.01.001"	1	0	1
"508535"	"Blomenröhr Fahrzeugbau"	"12.999.01.003"	1	0	1
"508628"	"Beilharz Nutzfahrzeuge Duisburg Gmb"	"12.999.01.001"	13	0	13
"508628"	"Beilharz Nutzfahrzeuge Duisburg Gmb"	"12.999.01.003"	5	1	4
"508794"	"Agravis Technik Saltenbrock GmbH"	"12.999.01.001"	1	0	1
"508946"	"He - Wa Aufbau"	"12.999.01.001"	5	0	5
"508946"	"He - Wa Aufbau"	"12.999.01.003"	4	0	4
"508946"	"He - Wa Aufbau"	"12.999.01.008"	3	0	3
"508979"	"Lemmer GmbH & Co. KG"	"12.999.01.001"	-92	0	-92
"508979"	"Lemmer GmbH & Co. KG"	"12.999.01.003"	89	0	89
"508979"	"Lemmer GmbH & Co. KG"	"12.999.01.008"	40	0	40
"509379"	"Vibracoustic CV Air Springs"	"12.999.01.001"	-123	510	-633
"509379"	"Vibracoustic CV Air Springs"	"12.999.01.003"	19	1	18
"509379"	"Vibracoustic CV Air Springs"	"12.999.01.008"	28	6	22
"509460"	"Frauenthal Automotive"	"12.999.01.001"	75	0	75
"509460"	"Frauenthal Automotive"	"12.999.01.003"	82	0	82
"509460"	"Frauenthal Automotive"	"12.999.01.008"	183	0	183
"509494"	"TIP Trailer Services Germany GmbH"	"12.999.01.003"	0	0	0
"509890"	"HZ - Elbe Autoersatzt.. GmbH & CO."	"12.999.01.001"	1	0	1
"509953"	"PM Hermann Perk"	"12.999.01.001"	2	0	2
"509953"	"PM Hermann Perk"	"12.999.01.008"	1	0	1
"510352"	"Autohaus Anders GmbH"	"12.999.01.001"	0	0	0
"510569"	"FLEXIMOL"	"12.999.01.001"	112	0	112
"510569"	"FLEXIMOL"	"12.999.01.003"	-3	0	-3
"510782"	"Hanisch GmbH"	"12.999.01.003"	0	0	0
"510946"	"Sebastian Obermaier"	"12.999.01.001"	1	0	1
"510946"	"Sebastian Obermaier"	"12.999.01.003"	1	0	1
"511014"	"DFF Federn und Fahrzeugteile GmbH"	"12.999.01.003"	0	0	0
"511327"	"Rübsam & Co."	"12.999.01.001"	3	0	3
"511327"	"Rübsam & Co."	"12.999.01.008"	11	0	11
"511368"	"M Reithelshöfer GMBH"	"12.999.01.001"	1	0	1
"511577"	"Friedrich Kraft GmbH"	"12.999.01.001"	1	1	0
"511885"	"CIMC Silvergreen Germany GmbH"	"12.999.01.001"	1	0	1
"511885"	"CIMC Silvergreen Germany GmbH"	"12.999.01.188"	23	0	23
"511928"	"Kögel, s. r. o."	"12.999.01.001"	-16	0	-16
"511928"	"Kögel, s. r. o."	"12.999.01.003"	0	0	0
"512068"	"SIGA Fahrzeugtechnik"	"12.999.01.188"	1	0	1
"512338"	"H & W"	"12.999.01.001"	12	5	7
"512338"	"H & W"	"12.999.01.003"	8	6	2
"512338"	"H & W"	"12.999.01.008"	6	5	1
"512338"	"H & W"	"12.999.01.162"	8	2	6
"512338"	"H & W"	"12.999.01.163"	3	1	2
"512338"	"H & W"	"12.999.01.188"	5	0	5
"512540"	"Emil Giebel"	"12.999.01.001"	1	1	0
"512578"	"TBZ GmbH"	"12.999.01.001"	6	0	6
"512578"	"TBZ GmbH"	"12.999.01.003"	6	0	6
"512611"	"K+G tec GmbH"	"12.999.01.001"	6	0	6
"512611"	"K+G tec GmbH"	"12.999.01.188"	9	0	9
"512620"	"Fellechner Fahrzeugbau GmbH"	"12.999.01.001"	7	5	2
"512620"	"Fellechner Fahrzeugbau GmbH"	"12.999.01.003"	8	5	3
"512620"	"Fellechner Fahrzeugbau GmbH"	"12.999.01.008"	2	2	0
"512620"	"Fellechner Fahrzeugbau GmbH"	"12.999.01.162"	2	2	0
"512620"	"Fellechner Fahrzeugbau GmbH"	"12.999.01.163"	1	1	0
"512620"	"Fellechner Fahrzeugbau GmbH"	"12.999.01.188"	3	3	0
"512847"	"GEREP"	"12.999.01.001"	-10	0	-10
"512886"	"Exporient Middle East for"	"12.999.01.003"	1	1	0
"512941"	"E. Heidrich"	"12.999.01.001"	0	0	0
"513076"	"Spedition Calenberg"	"12.999.01.001"	0	0	0
"513211"	"Schuler Fahrzeugbau GmbH"	"12.999.01.001"	7	1	6
"513721"	"Kumm Technik GmbH"	"12.999.01.001"	1	0	1
"513721"	"Kumm Technik GmbH"	"12.999.01.003"	2	0	2
"513775"	"Kreitz"	"12.999.01.001"	1	0	1
"514085"	"NTV Nutzfahrzeugteile Oesterhaus KG"	"12.999.01.001"	1	0	1
"514300"	"Otto Fuchs KG"	"12.999.01.003"	6	0	6
"514300"	"Otto Fuchs KG"	"12.999.01.008"	87	0	87
"514346"	"Prodinger oHG"	"12.999.01.003"	0	0	0
"514535"	"CTJ Janssen GmbH"	"12.999.01.001"	1	0	1
"514681"	"Universal Transport Schmitz"	"12.999.01.001"	2	0	2
"514868"	"BMD Baumechanisierung"	"12.999.01.001"	1	0	1
"518187"	"Modschiedler Logistik GmbH"	"12.999.01.001"	0	0	0
"520059"	"BST - Transporte"	"12.999.01.001"	1	0	1
"520059"	"BST - Transporte"	"12.999.01.003"	2	0	2
"520549"	"Georg Wagner KG"	"12.999.01.001"	3	0	3
"520549"	"Georg Wagner KG"	"12.999.01.003"	4	0	4
"522550"	"Bauer Truckcenter Wernberg"	"12.999.01.003"	0	0	0
"522748"	"Grieshaber Logistik AG"	"12.999.01.001"	1	0	1
"523639"	"Hofmeister & Meincke GmbH & Co.KG"	"12.999.01.001"	1	0	1
"523733"	"TAXO-Obermaier  GmbH"	"12.999.01.003"	11	2	9
"523740"	"Fasieco GmbH"	"12.999.01.001"	2	0	2
"523768"	"Moehling GmbH"	"12.999.01.003"	-39	5	-44
"523768"	"Moehling GmbH"	"12.999.01.008"	88	50	38
"523926"	"Forma Maschinenbau"	"12.999.01.001"	12	0	12
"523926"	"Forma Maschinenbau"	"12.999.01.008"	12	0	12
"523991"	"BRÜGGEN"	"12.999.01.003"	2	2	0
"523992"	"Dennis Struß"	"12.999.01.001"	0	0	0
"524088"	"ZAL GmbH"	"12.999.01.001"	0	0	0
"524141"	"Karl Groll GmbH + Co. KG"	"12.999.01.001"	3	0	3
"524459"	"Schreibmüller"	"12.999.01.001"	1	0	1
"524459"	"Schreibmüller"	"12.999.01.003"	1	0	1
"524464"	"Schondelmaier GmbH"	"12.999.01.001"	20	0	20
"524464"	"Schondelmaier GmbH"	"12.999.01.003"	1	0	1
"524478"	"Vibracoustic Polska SP. ZO.O."	"12.999.01.001"	1	0	1
"524478"	"Vibracoustic Polska SP. ZO.O."	"12.999.01.003"	8	0	8
"524507"	"Landwirtschaftsbetrieb Rienitz"	"12.999.01.003"	0	0	0
"524507"	"Landwirtschaftsbetrieb Rienitz"	"12.999.01.008"	0	0	0
"524612"	"Schuler Spezialfahrzeuge GmbH"	"12.999.01.001"	0	0	0
"524775"	"Neumeister Hydraulik GmbH"	"12.999.01.001"	6	0	6
"524775"	"Neumeister Hydraulik GmbH"	"12.999.01.003"	1	0	1
"524775"	"Neumeister Hydraulik GmbH"	"12.999.01.008"	9	0	9
"524927"	"PV Automotive GmbH"	"12.999.01.003"	0	0	0
"525106"	"Trost Auto Service Technik"	"12.999.01.001"	5	0	5
"525106"	"Trost Auto Service Technik"	"12.999.01.003"	3	0	3
"525395"	"Toni Hotz Transporte"	"12.999.01.001"	3	0	3
"525422"	"Rasche"	"12.999.01.001"	-35	0	-35
"525611"	"Massfeller GmbH"	"12.999.01.001"	2	0	2
"525936"	"Wolfgang Wagenblast"	"12.999.01.001"	1	0	1
"525942"	"Agrargenossenschaft Werratal e.G."	"12.999.01.003"	0	0	0
"526093"	"Zachler Transport"	"12.999.01.003"	0	0	0
"526214"	"JW-TEC"	"12.999.01.001"	0	0	0
"526214"	"JW-TEC"	"12.999.01.188"	0	0	0
"526228"	"BC Trans GmbH & Co. KG"	"12.999.01.001"	1	0	1
"526372"	"Trost Auto Service Technik SE"	"12.999.01.001"	75	5	70
"526372"	"Trost Auto Service Technik SE"	"12.999.01.003"	60	3	57
"526405"	"Unipro"	"12.999.01.001"	0	0	0
"526481"	"ASEAG GmbH"	"12.999.01.001"	1	0	1
"526506"	"BHC Gummi-Metall GmbH"	"12.999.01.001"	-34	0	-34
"526506"	"BHC Gummi-Metall GmbH"	"12.999.01.003"	-5	0	-5
"526506"	"BHC Gummi-Metall GmbH"	"12.999.01.008"	-14	0	-14
"527504"	"AI Metalltechnik GmbH & Co. KG"	"12.999.01.001"	9	0	9
"527641"	"Winkler Fahrzeugteile GmbH"	"12.999.01.001"	0	0	0
"527678"	"SVG Autohof Stuttgart-Wangen"	"12.999.01.001"	1	0	1
"527702"	"Wütschner Fahrzeugteile GmbH"	"12.999.01.001"	2	2	0
"527712"	"LINDENAU Full Tank Services GMBH"	"12.999.01.001"	1	1	0
"527712"	"LINDENAU Full Tank Services GMBH"	"12.999.01.188"	1	1	0
"527818"	"WM SE"	"12.999.01.001"	0	0	0
"527818"	"WM SE"	"12.999.01.003"	2	2	0
"528003"	"Jens Jacobs GmbH"	"12.999.01.003"	1	0	1
"528226"	"Rotor Clip"	"12.999.01.003"	-71	0	-71
"528226"	"Rotor Clip"	"12.999.01.008"	26	0	26
"528272"	"Pagenkopf Fahrzeugtechnik"	"12.999.01.001"	10	0	10
"528272"	"Pagenkopf Fahrzeugtechnik"	"12.999.01.003"	14	0	14
"528585"	"AUTO BRAND S.R.L."	"12.999.01.001"	0	0	0
"528585"	"AUTO BRAND S.R.L."	"12.999.01.003"	0	0	0
"528585"	"AUTO BRAND S.R.L."	"12.999.01.008"	0	0	0
"528653"	"FVG GmbH & Co. KG"	"12.999.01.001"	16	5	11
"528653"	"FVG GmbH & Co. KG"	"12.999.01.003"	6	1	5
"528653"	"FVG GmbH & Co. KG"	"12.999.01.162"	4	0	4
"528653"	"FVG GmbH & Co. KG"	"12.999.01.163"	1	0	1
"528693"	"Profi-Parts"	"12.999.01.001"	0	0	0
"528771"	"Zanner Fahrzeugbau GmbH"	"12.999.01.001"	0	0	0
"528771"	"Zanner Fahrzeugbau GmbH"	"12.999.01.003"	0	0	0
"528940"	"F.X. MEILLER GmbH & Co. KG"	"12.999.01.001"	0	0	0
"528940"	"F.X. MEILLER GmbH & Co. KG"	"12.999.01.003"	0	0	0
"529079"	"sfb Schönebecker Fahrzeugbau GmbH"	"12.999.01.003"	0	0	0
"529163"	"Frimatec Ing. GmbH"	"12.999.01.003"	0	0	0
"529351"	"Bavaria Schweisstechnik"	"12.999.01.001"	112	0	112
"529351"	"Bavaria Schweisstechnik"	"12.999.01.003"	-80	0	-80
"529383"	"Gabler Transport & Handel"	"12.999.01.001"	1	0	1
